"id","job_id","details","job_type","start_time","end_time","total_runtime","info","transformations"
1094,"46347db1-bbdc-436b-b6d9-34ea60c5e546","Store home little hit stage star.","AWS Sagemaker","2023-09-21 05:48:27.454246","2023-07-15 14:11:04.985938","0:00:00","""Hundred cause clearly factor become life why heart.""","[{""Info"": {""south"": ""stop"", ""their"": ""once"", ""continue"": ""create""}, ""Name"": ""account"", ""Details"": ""Likely wear community."", ""End Time"": ""2023-06-09 01:51:30.856527"", ""SQL Query"": ""SELECT * FROM letter"", ""Start Time"": ""2023-10-31 15:34:38.472943"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""born"": ""few""}, ""Name"": ""will"", ""Details"": ""Audience raise apply support step go feeling."", ""End Time"": ""2023-05-04 15:16:47.340740"", ""SQL Query"": ""SELECT * FROM arm"", ""Start Time"": ""2023-05-26 13:10:29.797559"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""cell"": ""value"", ""fish"": ""tax"", ""money"": ""inside""}, ""Name"": ""idea"", ""Details"": ""Discover he every key same live page help."", ""End Time"": ""2023-02-19 04:39:29.723905"", ""SQL Query"": ""SELECT * FROM eight"", ""Start Time"": ""2023-09-14 15:10:04.767850"", ""Total Runtime"": ""0:00:00""}]"
1095,"cba5f9cf-ed70-4e5b-ac6e-7cf583d22a93","Usually end my agree.","Other","2023-12-10 11:01:41.309923","2023-09-23 16:19:06.754071","0:00:00","""Thought century child scientist size.""","[{""Info"": {""avoid"": ""future"", ""seven"": ""red"", ""nature"": ""condition""}, ""Name"": ""ball"", ""Details"": ""Bank if all community behind care."", ""End Time"": ""2023-07-25 03:36:03.012037"", ""SQL Query"": ""SELECT * FROM while"", ""Start Time"": ""2023-03-17 15:10:41.623997"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""will"": ""serious"", ""treat"": ""health"", ""whole"": ""option"", ""training"": ""example""}, ""Name"": ""already"", ""Details"": ""Campaign way nearly too organization."", ""End Time"": ""2023-10-11 03:06:54.247952"", ""SQL Query"": ""SELECT * FROM size"", ""Start Time"": ""2023-02-02 02:20:45.025185"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""still"": ""little""}, ""Name"": ""off"", ""Details"": ""Go long guy though relationship."", ""End Time"": ""2023-01-25 13:36:39.325993"", ""SQL Query"": ""SELECT * FROM heart"", ""Start Time"": ""2023-01-01 13:18:00.029570"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""talk"": ""today"", ""word"": ""magazine"", ""speak"": ""wear""}, ""Name"": ""case"", ""Details"": ""Try deal enjoy everybody always project."", ""End Time"": ""2023-02-11 04:57:37.992945"", ""SQL Query"": ""SELECT * FROM form"", ""Start Time"": ""2023-12-20 22:16:06.545913"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""value"": ""practice"", ""customer"": ""attack"", ""challenge"": ""still""}, ""Name"": ""list"", ""Details"": ""Morning how develop energy nothing."", ""End Time"": ""2023-09-02 06:58:20.522772"", ""SQL Query"": ""SELECT * FROM author"", ""Start Time"": ""2023-05-08 20:33:11.496578"", ""Total Runtime"": ""0:00:00""}]"
1096,"8d533d27-5b82-4c4f-a4f1-d8fe7fe2533e","Expect research five discuss into listen.","AWS Sagemaker","2023-02-19 23:26:01.243925","2023-05-24 16:06:16.936300","0:00:00","""Save forward employee reveal provide explain.""","[{""Info"": {""face"": ""size"", ""expect"": ""laugh"", ""various"": ""surface""}, ""Name"": ""experience"", ""Details"": ""Left realize cost job."", ""End Time"": ""2023-11-03 02:41:50.358732"", ""SQL Query"": ""SELECT * FROM try"", ""Start Time"": ""2023-09-21 05:33:26.388668"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""which"": ""business"", ""reality"": ""task"", ""recognize"": ""check""}, ""Name"": ""for"", ""Details"": ""Firm walk send third program out."", ""End Time"": ""2023-05-09 07:16:37.217462"", ""SQL Query"": ""SELECT * FROM throughout"", ""Start Time"": ""2023-05-28 23:55:09.887091"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""easy"": ""policy"", ""none"": ""or"", ""week"": ""bar"", ""continue"": ""media""}, ""Name"": ""everybody"", ""Details"": ""Magazine either guess."", ""End Time"": ""2023-07-03 22:45:26.956051"", ""SQL Query"": ""SELECT * FROM Democrat"", ""Start Time"": ""2023-07-20 19:04:49.546504"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""coach"": ""item"", ""discover"": ""service""}, ""Name"": ""political"", ""Details"": ""That act thus society west."", ""End Time"": ""2023-02-08 08:23:20.230694"", ""SQL Query"": ""SELECT * FROM remember"", ""Start Time"": ""2023-03-22 20:29:45.836078"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""set"": ""authority"", ""take"": ""appear"", ""night"": ""before"", ""charge"": ""report""}, ""Name"": ""wind"", ""Details"": ""Speak star author serious return."", ""End Time"": ""2023-03-06 18:19:00.321582"", ""SQL Query"": ""SELECT * FROM note"", ""Start Time"": ""2023-06-28 09:59:20.628614"", ""Total Runtime"": ""0:00:00""}]"
1097,"4a36a55f-6894-4672-8226-16961464bdbc","Use history issue huge yeah.","AWS Sagemaker","2023-03-13 08:52:37.657580","2023-11-14 09:08:26.043449","0:00:00","""Debate arm moment early investment pattern out decide.""","[{""Info"": {""marriage"": ""somebody""}, ""Name"": ""style"", ""Details"": ""Character new outside play kind white indicate."", ""End Time"": ""2023-08-14 18:08:49.247853"", ""SQL Query"": ""SELECT * FROM possible"", ""Start Time"": ""2023-10-29 13:11:59.201865"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""lose"": ""surface"", ""tell"": ""may"", ""change"": ""she"", ""message"": ""yes"", ""according"": ""notice""}, ""Name"": ""natural"", ""Details"": ""International better try become."", ""End Time"": ""2023-10-07 00:53:34.495278"", ""SQL Query"": ""SELECT * FROM society"", ""Start Time"": ""2023-10-16 06:40:25.395329"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""try"": ""under"", ""garden"": ""light""}, ""Name"": ""question"", ""Details"": ""Without director report forget politics itself plant."", ""End Time"": ""2023-11-01 05:04:25.620797"", ""SQL Query"": ""SELECT * FROM seat"", ""Start Time"": ""2023-12-18 23:47:15.852925"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""stay"": ""beautiful""}, ""Name"": ""see"", ""Details"": ""Individual base television national yourself."", ""End Time"": ""2023-02-26 08:24:57.890326"", ""SQL Query"": ""SELECT * FROM art"", ""Start Time"": ""2023-11-16 09:31:15.286949"", ""Total Runtime"": ""0:00:00""}]"
2452,"39acc368-d633-4b60-8d02-e8a4c03f487e","Meeting kid movie son deep meeting.","Other","2023-03-04 23:05:03.419814","2023-10-01 10:32:16.058320","0:00:00","""Minute four dark adult occur.""","[{""Info"": {""say"": ""guess"", ""save"": ""loss"", ""tend"": ""age"", ""issue"": ""cold"", ""program"": ""say""}, ""Name"": ""here"", ""Details"": ""Almost Democrat world poor pretty many."", ""End Time"": ""2023-04-30 19:28:12.946932"", ""SQL Query"": ""SELECT * FROM job"", ""Start Time"": ""2023-06-01 04:31:58.479065"", ""Total Runtime"": ""0:00:00""}]"
1099,"f8bb710a-6aa2-4867-a029-25f6d32863df","Hotel prove bit million.","Glue","2023-07-06 10:50:23.738245","2023-11-25 04:41:55.997885","0:00:00","""Get commercial power war.""","[{""Info"": {""only"": ""anything"", ""office"": ""sit"", ""identify"": ""consider"", ""education"": ""adult""}, ""Name"": ""court"", ""Details"": ""Thought lose pick sport serve instead."", ""End Time"": ""2023-08-24 16:11:16.734213"", ""SQL Query"": ""SELECT * FROM statement"", ""Start Time"": ""2023-10-16 02:00:42.808267"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""middle"": ""everyone"", ""husband"": ""itself"", ""consumer"": ""hotel"", ""direction"": ""could""}, ""Name"": ""thought"", ""Details"": ""Environment stay wind prove."", ""End Time"": ""2023-11-19 19:10:38.491797"", ""SQL Query"": ""SELECT * FROM game"", ""Start Time"": ""2023-10-26 04:29:22.539507"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""four"": ""discussion"", ""only"": ""beautiful"", ""general"": ""common"", ""represent"": ""street""}, ""Name"": ""fight"", ""Details"": ""Radio water forward we within account performance."", ""End Time"": ""2023-05-13 23:14:30.709694"", ""SQL Query"": ""SELECT * FROM near"", ""Start Time"": ""2023-09-15 20:35:11.234377"", ""Total Runtime"": ""0:00:00""}]"
1100,"4c41af1c-1012-4f37-8c32-4644945f5ba4","Charge particular before national major physical.","Glue","2023-09-29 11:04:24.675355","2023-06-07 06:48:30.106673","0:00:00","""Position guess seek teach watch main poor about.""","[{""Info"": {""end"": ""kid"", ""line"": ""figure"", ""prove"": ""husband"", ""language"": ""boy""}, ""Name"": ""voice"", ""Details"": ""Fly live establish arm stay health walk."", ""End Time"": ""2023-02-09 22:14:29.159816"", ""SQL Query"": ""SELECT * FROM arrive"", ""Start Time"": ""2023-03-15 01:24:03.252062"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""put"": ""blue""}, ""Name"": ""couple"", ""Details"": ""Company exist yourself break."", ""End Time"": ""2023-09-22 16:04:45.203481"", ""SQL Query"": ""SELECT * FROM four"", ""Start Time"": ""2023-12-13 23:24:07.895348"", ""Total Runtime"": ""0:00:00""}]"
1101,"63cd42f5-531e-4fc6-bbd5-8651a5f1a1e2","Reduce suffer son adult.","AWS Sagemaker","2023-04-26 07:01:48.509612","2023-01-20 10:57:57.404763","0:00:00","""Involve information talk television pass.""","[{""Info"": {""quickly"": ""old""}, ""Name"": ""letter"", ""Details"": ""Ground onto past take much."", ""End Time"": ""2023-09-15 03:50:24.640592"", ""SQL Query"": ""SELECT * FROM entire"", ""Start Time"": ""2023-10-02 03:52:28.274683"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""tax"": ""subject"", ""turn"": ""memory"", ""friend"": ""teach"", ""receive"": ""push""}, ""Name"": ""debate"", ""Details"": ""Easy development long page world medical."", ""End Time"": ""2023-10-11 02:22:55.484226"", ""SQL Query"": ""SELECT * FROM discussion"", ""Start Time"": ""2023-09-25 10:55:26.844634"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""none"": ""lead"", ""build"": ""see"", ""special"": ""collection""}, ""Name"": ""modern"", ""Details"": ""Ever strategy memory west recently."", ""End Time"": ""2023-03-07 03:49:32.057159"", ""SQL Query"": ""SELECT * FROM goal"", ""Start Time"": ""2023-06-26 01:18:54.782499"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""but"": ""me"", ""cup"": ""news"", ""glass"": ""center"", ""character"": ""real""}, ""Name"": ""doctor"", ""Details"": ""Management Democrat my research start present call."", ""End Time"": ""2023-09-13 15:59:02.679691"", ""SQL Query"": ""SELECT * FROM affect"", ""Start Time"": ""2023-05-01 04:04:59.018682"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""expert"": ""travel""}, ""Name"": ""yet"", ""Details"": ""Visit spring program turn man."", ""End Time"": ""2023-04-02 20:37:08.273020"", ""SQL Query"": ""SELECT * FROM language"", ""Start Time"": ""2023-08-23 22:20:00.189894"", ""Total Runtime"": ""0:00:00""}]"
1102,"6353f83d-7041-4c9a-8f7d-d22e8d353d63","Morning suffer they attack their claim.","Other","2023-06-11 02:23:40.579272","2023-05-29 21:15:04.326762","0:00:00","""However crime fine.""","[{""Info"": {""new"": ""accept"", ""with"": ""sea"", ""value"": ""series"", ""establish"": ""color""}, ""Name"": ""meeting"", ""Details"": ""Region local everything cup stop customer."", ""End Time"": ""2023-06-14 07:57:01.497699"", ""SQL Query"": ""SELECT * FROM pull"", ""Start Time"": ""2023-10-06 02:00:09.855742"", ""Total Runtime"": ""0:00:00""}]"
1103,"647c4924-bbfb-4225-8af6-748197df7f40","Night stage cover impact.","AWS Sagemaker","2023-04-05 00:12:06.883933","2023-02-15 19:49:42.201807","0:00:00","""Never yourself positive growth why.""","[{""Info"": {""both"": ""claim""}, ""Name"": ""help"", ""Details"": ""Off feeling people image."", ""End Time"": ""2023-12-02 22:18:45.711584"", ""SQL Query"": ""SELECT * FROM understand"", ""Start Time"": ""2023-07-18 12:34:53.337875"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""for"": ""black"", ""stay"": ""science"", ""yard"": ""fine"", ""among"": ""way""}, ""Name"": ""protect"", ""Details"": ""Way Democrat special fire itself."", ""End Time"": ""2023-05-20 20:34:30.980325"", ""SQL Query"": ""SELECT * FROM suggest"", ""Start Time"": ""2023-06-20 12:13:38.362161"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""compare"": ""actually""}, ""Name"": ""health"", ""Details"": ""Black order test especially once."", ""End Time"": ""2023-04-19 15:29:32.887676"", ""SQL Query"": ""SELECT * FROM shoulder"", ""Start Time"": ""2023-01-18 22:17:52.519540"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""amount"": ""continue"", ""source"": ""increase"", ""wonder"": ""prepare""}, ""Name"": ""or"", ""Details"": ""Address card fund decade share level sense."", ""End Time"": ""2023-07-08 11:57:05.515028"", ""SQL Query"": ""SELECT * FROM within"", ""Start Time"": ""2023-06-08 07:09:21.422120"", ""Total Runtime"": ""0:00:00""}]"
1104,"a6481d11-f797-4b23-8e22-7360cf2f6cc1","Big degree thousand deep space consumer.","Glue","2023-12-24 17:55:31.344608","2023-12-17 04:52:55.722681","0:00:00","""Year worry significant since either show.""","[{""Info"": {""body"": ""really""}, ""Name"": ""PM"", ""Details"": ""Lawyer girl own may."", ""End Time"": ""2023-04-14 22:16:07.271993"", ""SQL Query"": ""SELECT * FROM care"", ""Start Time"": ""2023-11-09 01:27:10.221085"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""hold"": ""small"", ""occur"": ""we"", ""development"": ""organization""}, ""Name"": ""interview"", ""Details"": ""Second against world."", ""End Time"": ""2023-01-22 20:53:35.196955"", ""SQL Query"": ""SELECT * FROM radio"", ""Start Time"": ""2023-02-04 07:33:05.409810"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""become"": ""total"", ""resource"": ""condition""}, ""Name"": ""hundred"", ""Details"": ""Out others understand have fill support."", ""End Time"": ""2023-09-18 14:43:43.202256"", ""SQL Query"": ""SELECT * FROM day"", ""Start Time"": ""2023-01-14 11:41:19.836387"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""free"": ""threat"", ""reach"": ""represent"", ""pattern"": ""surface""}, ""Name"": ""consider"", ""Details"": ""Education citizen yourself after enjoy already Mr idea."", ""End Time"": ""2023-05-02 11:39:43.210482"", ""SQL Query"": ""SELECT * FROM form"", ""Start Time"": ""2023-02-22 17:58:00.527284"", ""Total Runtime"": ""0:00:00""}]"
1143,"cf916c46-dc0f-40f5-9d27-68f525e3b1a1","Item example mind hour hard social increase.","AWS Sagemaker","2023-04-30 13:21:46.419840","2023-02-21 01:42:33.022116","0:00:00","""During hundred Democrat rise spend visit.""","[{""Info"": {""food"": ""itself"", ""then"": ""last"", ""affect"": ""region"", ""situation"": ""two""}, ""Name"": ""center"", ""Details"": ""Issue discuss house democratic free fire eat."", ""End Time"": ""2023-01-10 00:23:28.679147"", ""SQL Query"": ""SELECT * FROM thing"", ""Start Time"": ""2023-08-12 01:28:23.691809"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""up"": ""none"", ""but"": ""improve"", ""firm"": ""pretty"", ""politics"": ""sell""}, ""Name"": ""behavior"", ""Details"": ""Raise another its certain."", ""End Time"": ""2023-06-18 09:30:44.284822"", ""SQL Query"": ""SELECT * FROM relationship"", ""Start Time"": ""2023-03-11 04:58:30.551581"", ""Total Runtime"": ""0:00:00""}]"
1105,"9c2111fd-f126-4b62-b729-6d61ce877bd4","Television born city change.","Other","2023-11-27 00:10:38.247869","2023-12-12 01:19:26.072547","0:00:00","""Onto several real Mrs capital long.""","[{""Info"": {""people"": ""benefit"", ""manager"": ""behavior"", ""television"": ""right""}, ""Name"": ""anyone"", ""Details"": ""Despite though capital the turn."", ""End Time"": ""2023-05-05 18:25:00.240470"", ""SQL Query"": ""SELECT * FROM marriage"", ""Start Time"": ""2023-06-05 22:47:37.049650"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""fund"": ""hear"", ""past"": ""coach""}, ""Name"": ""create"", ""Details"": ""Five staff moment knowledge arrive amount."", ""End Time"": ""2023-04-05 14:57:08.900993"", ""SQL Query"": ""SELECT * FROM organization"", ""Start Time"": ""2023-05-18 09:53:19.395121"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""door"": ""similar"", ""several"": ""how""}, ""Name"": ""partner"", ""Details"": ""Size sort family be produce."", ""End Time"": ""2023-05-31 00:43:48.697695"", ""SQL Query"": ""SELECT * FROM trip"", ""Start Time"": ""2023-12-09 07:48:27.330760"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""any"": ""as"", ""around"": ""per""}, ""Name"": ""water"", ""Details"": ""Oil its continue successful on long time."", ""End Time"": ""2023-06-14 20:25:09.643436"", ""SQL Query"": ""SELECT * FROM late"", ""Start Time"": ""2023-09-03 02:01:42.225729"", ""Total Runtime"": ""0:00:00""}]"
1106,"d8aa8fbd-4fe5-43e1-a7bf-0c95ee74cfe8","Similar their morning her power.","Glue","2023-09-09 07:20:01.973552","2023-05-20 04:25:34.064357","0:00:00","""Girl section figure forward away.""","[{""Info"": {""best"": ""including"", ""sport"": ""among""}, ""Name"": ""also"", ""Details"": ""Later themselves plan tell."", ""End Time"": ""2023-12-20 10:42:34.700977"", ""SQL Query"": ""SELECT * FROM game"", ""Start Time"": ""2023-10-26 04:00:25.731713"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""area"": ""investment"", ""current"": ""only"", ""recently"": ""field"", ""agreement"": ""myself""}, ""Name"": ""lose"", ""Details"": ""Sure teach various near reveal hour."", ""End Time"": ""2023-11-24 12:31:46.398170"", ""SQL Query"": ""SELECT * FROM report"", ""Start Time"": ""2023-06-02 13:40:22.193746"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""box"": ""available""}, ""Name"": ""ever"", ""Details"": ""Become three room here race."", ""End Time"": ""2023-08-17 00:44:51.378732"", ""SQL Query"": ""SELECT * FROM ahead"", ""Start Time"": ""2023-08-26 13:39:50.317623"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""need"": ""expert""}, ""Name"": ""fall"", ""Details"": ""Evening recognize result measure."", ""End Time"": ""2023-04-12 19:07:46.031746"", ""SQL Query"": ""SELECT * FROM decision"", ""Start Time"": ""2023-01-28 20:02:11.095647"", ""Total Runtime"": ""0:00:00""}]"
1107,"35df7ab3-e205-4548-b45f-c9d101bbdd54","Team development others name century including.","Other","2023-02-15 20:55:15.230172","2023-03-23 17:20:16.245359","0:00:00","""Environmental traditional project democratic thus everybody establish land.""","[{""Info"": {""tell"": ""wrong""}, ""Name"": ""boy"", ""Details"": ""Wall fight could today senior political talk."", ""End Time"": ""2023-08-23 20:54:54.985289"", ""SQL Query"": ""SELECT * FROM loss"", ""Start Time"": ""2023-09-22 23:05:30.741908"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""same"": ""high"", ""thank"": ""ever"", ""knowledge"": ""heart""}, ""Name"": ""audience"", ""Details"": ""Six fact tonight amount think water."", ""End Time"": ""2023-06-18 07:53:47.816016"", ""SQL Query"": ""SELECT * FROM letter"", ""Start Time"": ""2023-06-19 18:00:22.023667"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""he"": ""address"", ""why"": ""fill"", ""much"": ""drive""}, ""Name"": ""staff"", ""Details"": ""Box high cost approach street."", ""End Time"": ""2023-10-15 12:22:09.059667"", ""SQL Query"": ""SELECT * FROM audience"", ""Start Time"": ""2023-05-27 09:20:28.447143"", ""Total Runtime"": ""0:00:00""}]"
1108,"80f53941-b70b-48a1-8d10-934a85285a11","Receive daughter pressure cup hard.","Other","2023-10-28 07:58:38.231238","2023-09-11 02:52:42.713637","0:00:00","""Who people building ball word.""","[{""Info"": {""two"": ""save"", ""lead"": ""three"", ""admit"": ""two""}, ""Name"": ""that"", ""Details"": ""Others sort forget speak leave."", ""End Time"": ""2023-08-09 21:15:44.171353"", ""SQL Query"": ""SELECT * FROM house"", ""Start Time"": ""2023-01-12 14:35:15.263720"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""move"": ""ability"", ""value"": ""manage"", ""charge"": ""common""}, ""Name"": ""before"", ""Details"": ""Believe require watch truth."", ""End Time"": ""2023-01-31 00:15:25.742108"", ""SQL Query"": ""SELECT * FROM boy"", ""Start Time"": ""2023-05-10 08:57:50.198231"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""still"": ""heart"", ""method"": ""arm"", ""officer"": ""side"", ""international"": ""Congress""}, ""Name"": ""particular"", ""Details"": ""Mean you listen performance near grow three."", ""End Time"": ""2023-07-31 13:25:24.636541"", ""SQL Query"": ""SELECT * FROM land"", ""Start Time"": ""2023-06-29 22:58:07.196706"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""keep"": ""know"", ""seven"": ""various"", ""number"": ""about"", ""century"": ""democratic"", ""democratic"": ""order""}, ""Name"": ""until"", ""Details"": ""Imagine century character never."", ""End Time"": ""2023-01-06 20:26:38.182298"", ""SQL Query"": ""SELECT * FROM detail"", ""Start Time"": ""2023-09-20 00:03:56.899392"", ""Total Runtime"": ""0:00:00""}]"
1109,"5439e728-4dec-461a-bd36-343b150e27a4","How want source order.","Other","2023-12-06 16:10:14.304167","2023-10-02 16:23:05.577989","0:00:00","""Left state decision agree floor.""","[{""Info"": {""despite"": ""senior"", ""machine"": ""fill""}, ""Name"": ""either"", ""Details"": ""Wall prepare yeah."", ""End Time"": ""2023-07-03 02:23:09.450457"", ""SQL Query"": ""SELECT * FROM kind"", ""Start Time"": ""2023-02-23 02:05:15.264025"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""head"": ""base"", ""here"": ""two"", ""poor"": ""wind"", ""their"": ""agency"", ""service"": ""sure""}, ""Name"": ""few"", ""Details"": ""Spend arm trip significant family into have."", ""End Time"": ""2023-12-09 04:03:12.089757"", ""SQL Query"": ""SELECT * FROM interesting"", ""Start Time"": ""2023-12-19 22:00:12.231894"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""staff"": ""food"", ""method"": ""trouble"", ""nation"": ""speech"", ""company"": ""science"", ""feeling"": ""positive""}, ""Name"": ""imagine"", ""Details"": ""Box option couple certain attention throughout agency."", ""End Time"": ""2023-06-30 13:32:47.551632"", ""SQL Query"": ""SELECT * FROM determine"", ""Start Time"": ""2023-10-15 13:56:55.611188"", ""Total Runtime"": ""0:00:00""}]"
1110,"78e6741b-452a-4b89-9c3b-884cf968d53d","Value media expert Mr although different.","Other","2023-09-04 11:22:44.421849","2023-01-01 21:33:33.057981","0:00:00","""Them another each outside.""","[{""Info"": {""use"": ""heart"", ""seat"": ""bad"", ""when"": ""on"", ""hotel"": ""join"", ""maybe"": ""fast""}, ""Name"": ""thus"", ""Details"": ""Physical executive item population war."", ""End Time"": ""2023-01-16 21:23:18.571382"", ""SQL Query"": ""SELECT * FROM option"", ""Start Time"": ""2023-07-17 21:13:08.668282"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""reach"": ""speech"", ""employee"": ""glass""}, ""Name"": ""kitchen"", ""Details"": ""Including stage those exactly design kind."", ""End Time"": ""2023-09-17 16:32:12.575283"", ""SQL Query"": ""SELECT * FROM any"", ""Start Time"": ""2023-03-31 21:09:38.215854"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""lay"": ""most"", ""modern"": ""table"", ""article"": ""business"", ""pattern"": ""role""}, ""Name"": ""serve"", ""Details"": ""Yard letter common letter role."", ""End Time"": ""2023-08-16 18:29:34.273582"", ""SQL Query"": ""SELECT * FROM time"", ""Start Time"": ""2023-09-21 22:03:45.813682"", ""Total Runtime"": ""0:00:00""}]"
1111,"829d24c8-d466-4eaf-81b2-06ee2fc481b7","Conference bag allow wind yard.","Glue","2023-07-01 17:01:17.378443","2023-10-29 12:29:43.504366","0:00:00","""Teach push brother experience head.""","[{""Info"": {""serious"": ""everyone"", ""whatever"": ""federal""}, ""Name"": ""present"", ""Details"": ""Very federal certainly could."", ""End Time"": ""2023-01-17 00:00:33.896396"", ""SQL Query"": ""SELECT * FROM dark"", ""Start Time"": ""2023-06-27 22:57:22.307211"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""tell"": ""Republican""}, ""Name"": ""box"", ""Details"": ""Door design game recognize term you."", ""End Time"": ""2023-01-13 07:32:20.901749"", ""SQL Query"": ""SELECT * FROM concern"", ""Start Time"": ""2023-01-29 04:57:35.336355"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""catch"": ""poor"", ""order"": ""vote"", ""method"": ""large"", ""perhaps"": ""maintain"", ""technology"": ""health""}, ""Name"": ""poor"", ""Details"": ""Song physical final reflect specific."", ""End Time"": ""2023-01-02 11:14:01.841174"", ""SQL Query"": ""SELECT * FROM range"", ""Start Time"": ""2023-05-15 07:46:45.467276"", ""Total Runtime"": ""0:00:00""}]"
1112,"e6126067-464f-4a18-9bec-6d8d55fbfa48","May three several skill a cover.","Glue","2023-08-11 19:04:27.220019","2023-02-01 12:00:10.175099","0:00:00","""What then thus avoid goal owner investment.""","[{""Info"": {""night"": ""of"", ""policy"": ""move"", ""report"": ""cut"", ""attorney"": ""effect""}, ""Name"": ""like"", ""Details"": ""Four kind our peace hope full state."", ""End Time"": ""2023-04-17 14:57:38.481099"", ""SQL Query"": ""SELECT * FROM itself"", ""Start Time"": ""2023-02-28 20:52:49.459721"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""at"": ""when"", ""form"": ""center"", ""sign"": ""less"", ""week"": ""window"", ""physical"": ""per""}, ""Name"": ""like"", ""Details"": ""Edge create do our call."", ""End Time"": ""2023-02-17 17:48:12.552599"", ""SQL Query"": ""SELECT * FROM us"", ""Start Time"": ""2023-05-14 13:02:57.362828"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""project"": ""discussion""}, ""Name"": ""piece"", ""Details"": ""Send land point trade collection culture collection."", ""End Time"": ""2023-06-26 10:03:34.324042"", ""SQL Query"": ""SELECT * FROM risk"", ""Start Time"": ""2023-07-14 07:43:26.962170"", ""Total Runtime"": ""0:00:00""}]"
1113,"33763624-aa10-4c36-a730-a0aaf56c5e4c","Accept agency door bad.","AWS Sagemaker","2023-08-05 01:37:09.091655","2023-12-10 03:23:01.449078","0:00:00","""Nor fund field end director enter.""","[{""Info"": {""him"": ""feeling"", ""down"": ""far"", ""trial"": ""trial"", ""several"": ""any""}, ""Name"": ""soon"", ""Details"": ""President early leave think where close front lay."", ""End Time"": ""2023-01-31 22:09:36.859742"", ""SQL Query"": ""SELECT * FROM civil"", ""Start Time"": ""2023-09-23 00:42:37.338330"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""sound"": ""door"", ""voice"": ""tell"", ""station"": ""way""}, ""Name"": ""among"", ""Details"": ""Group middle feeling home those among region treat."", ""End Time"": ""2023-11-13 07:31:24.243594"", ""SQL Query"": ""SELECT * FROM including"", ""Start Time"": ""2023-11-14 01:39:25.077998"", ""Total Runtime"": ""0:00:00""}]"
